"","PNUM_F_CC111_NSA_I10","PNUM_F_CC111_NSA_I15","PNUM_F_CC111_NSA_PCH_SM","PNUM_F_CC111_SCA_I10","PNUM_F_CC111_SCA_I15","PNUM_F_CC111_SCA_PCH_PRE","PNUM_F_CC112_NSA_I10","PNUM_F_CC112_NSA_I15","PNUM_F_CC112_NSA_PCH_SM","PNUM_F_CC112_SCA_I10","PNUM_F_CC112_SCA_I15","PNUM_F_CC112_SCA_PCH_PRE","PNUM_F_CC11_X_CC113_NSA_I10","PNUM_F_CC11_X_CC113_NSA_I15","PNUM_F_CC11_X_CC113_NSA_PCH_SM","PNUM_F_CC11_X_CC113_SCA_I10","PNUM_F_CC11_X_CC113_SCA_I15","PNUM_F_CC11_X_CC113_SCA_PCH_PRE","PSQM_F_CC1_NSA_I10","PSQM_F_CC1_NSA_I15","PSQM_F_CC1_NSA_PCH_SM","PSQM_F_CC1_SCA_I10","PSQM_F_CC1_SCA_I15","PSQM_F_CC1_SCA_PCH_PRE","PSQM_F_CC11_NSA_I10","PSQM_F_CC11_NSA_I15","PSQM_F_CC11_NSA_PCH_SM","PSQM_F_CC11_SCA_I10","PSQM_F_CC11_SCA_I15","PSQM_F_CC11_SCA_PCH_PRE","PSQM_F_CC111_NSA_I10","PSQM_F_CC111_NSA_I15","PSQM_F_CC111_NSA_PCH_SM","PSQM_F_CC111_SCA_I10","PSQM_F_CC111_SCA_I15","PSQM_F_CC111_SCA_PCH_PRE","PSQM_F_CC112_NSA_I10","PSQM_F_CC112_NSA_I15","PSQM_F_CC112_NSA_PCH_SM","PSQM_F_CC112_SCA_I10","PSQM_F_CC112_SCA_I15","PSQM_F_CC112_SCA_PCH_PRE","PSQM_F_CC113_NSA_I15","PSQM_F_CC113_NSA_PCH_SM","PSQM_F_CC113_SCA_I15","PSQM_F_CC113_SCA_PCH_PRE","PSQM_F_CC11_X_CC113_NSA_I10","PSQM_F_CC11_X_CC113_NSA_I15","PSQM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC11_X_CC113_SCA_I10","PSQM_F_CC11_X_CC113_SCA_I15","PSQM_F_CC11_X_CC113_SCA_PCH_PRE","PSQM_F_CC12_NSA_I10","PSQM_F_CC12_NSA_I15","PSQM_F_CC12_NSA_PCH_SM","PSQM_F_CC12_SCA_I10","PSQM_F_CC12_SCA_I15","PSQM_F_CC12_SCA_PCH_PRE","PSQM_F_CC122_NSA_I10","PSQM_F_CC122_NSA_I15","PSQM_F_CC122_NSA_PCH_SM","PSQM_F_CC122_SCA_I10","PSQM_F_CC122_SCA_I15","PSQM_F_CC122_SCA_PCH_PRE","PSQM_F_CC12_X_CC122_NSA_I10","PSQM_F_CC12_X_CC122_NSA_I15","PSQM_F_CC12_X_CC122_NSA_PCH_SM","PSQM_F_CC12_X_CC122_SCA_I10","PSQM_F_CC12_X_CC122_SCA_I15","PSQM_F_CC12_X_CC122_SCA_PCH_PRE","YEAR","MONTH"
"261","77.5 e","111.5 ","3.5 ","80.6 s","116.0 s","0.0 s","53.5 e","58.7 ","11.0 ","69.7 s","76.1 s","3.5 s","65.5 e","82.1 ","6.3 ","75.7 s","94.5 s","1.6 s","65.9 e","81.5 ","3.7 ","75.4 s","93.1 s","5.4 s","71.0 e","89.6 ","5.0 ","77.6 s","97.3 s","3.7 s","82.3 e","118.5 ","2.7 ","84.9 s","122.1 s","0.2 s","51.0 e","57.0 ","12.2 ","61.1 s","68.1 s","-12.8 s","15.5 ","28.1 ","20.6 s","96.2 s","71.0 e","92.9 ","4.9 ","77.6 s","101.2 s","-2.4 s","61.1 e","74.0 ","2.2 ","72.9 s","88.2 s","1.1 s","76.9 e","82.8 ","39.9 ","79.3 s","85.8 s","34.1 s","59.2 e","72.8 ","-1.8 ","72.0 s","88.3 s","-2.9 s","1998","01 "
"262","82.0 e","117.9 ","-0.8 ","80.6 s","116.0 s","4.1 s","84.3 e","94.2 ","26.8 ","65.8 s","73.5 s","20.9 s","83.1 e","104.7 ","11.4 ","73.6 s","93.0 s","9.4 s","77.8 e","96.2 ","10.8 ","71.3 s","88.3 s","-0.8 s","84.3 e","106.5 ","7.6 ","79.0 s","93.8 s","2.2 s","85.6 e","123.1 ","-1.4 ","84.7 s","121.8 s","2.8 s","82.2 e","93.1 ","29.3 ","69.2 s","78.1 s","27.4 s","12.9 ","-0.8 ","10.5 s","-28.1 s","84.3 e","110.6 ","7.6 ","79.0 s","103.7 s","11.0 s","71.5 e","86.7 ","14.8 ","71.8 s","87.2 s","-2.8 s","62.3 e","67.0 ","7.2 ","59.4 s","64.0 s","-10.4 s","72.6 e","89.3 ","15.5 ","73.6 s","90.9 s","-1.9 s","1997","12 "
"263","67.5 e","97.2 ","2.7 ","77.5 s","111.4 s","2.6 s","56.1 e","61.7 ","-11.0 ","55.5 s","60.8 s","-19.5 s","61.8 e","77.4 ","-4.0 ","67.8 s","85.0 s","-6.4 s","68.5 e","84.7 ","10.3 ","72.0 s","89.0 s","-1.4 s","65.7 e","83.0 ","1.7 ","71.0 s","91.8 s","-3.6 s","70.6 e","101.7 ","4.1 ","82.2 s","118.5 s","5.4 s","57.0 e","64.2 ","-4.6 ","54.5 s","61.3 s","-19.0 s","13.1 ","178.7 ","14.6 s","-24.0 s","65.7 e","86.0 ","1.2 ","71.2 s","93.4 s","-3.6 s","71.1 e","86.2 ","19.2 ","74.0 s","89.7 s","6.4 s","70.1 e","75.5 ","26.5 ","66.4 s","71.4 s","12.4 s","71.2 e","87.7 ","18.5 ","75.4 s","92.7 s","6.2 s","1997","11 "
"264","79.8 e","114.8 ","1.4 ","75.5 s","108.6 s","-3.0 s","91.8 e","100.8 ","19.3 ","68.1 s","75.5 s","23.6 s","85.8 e","107.0 ","10.1 ","72.3 s","90.8 s","8.9 s","80.5 e","99.6 ","7.8 ","73.0 s","90.3 s","0.0 s","84.4 e","106.6 ","10.5 ","74.0 s","95.2 s","4.4 s","81.7 e","117.5 ","2.2 ","78.1 s","112.4 s","-4.2 s","89.2 e","99.6 ","26.6 ","67.3 s","75.7 s","20.7 s","28.3 ","59.0 ","19.2 s","137.0 s","84.4 e","110.1 ","10.2 ","73.9 s","96.9 s","2.8 s","76.8 e","93.1 ","5.1 ","69.7 s","84.3 s","-3.8 s","63.8 e","68.7 ","-1.4 ","59.1 s","63.5 s","12.2 s","78.3 e","96.4 ","5.8 ","71.2 s","87.3 s","-5.4 s","1997","10 "
"265","83.5 e","120.2 ","10.9 ","77.9 s","112.0 s","1.4 s","56.7 e","64.4 ","-7.7 ","53.9 s","61.1 s","-13.3 s","70.1 e","89.1 ","2.5 ","65.8 s","83.4 s","-5.8 s","78.1 e","96.6 ","2.9 ","73.1 s","90.3 s","0.0 s","77.1 e","97.3 ","5.3 ","72.1 s","91.2 s","-3.8 s","88.1 e","126.7 ","10.8 ","81.7 s","117.3 s","-1.1 s","57.7 e","65.6 ","-5.6 ","55.5 s","62.7 s","-10.8 s","7.7 ","-53.0 ","8.1 s","-43.4 s","77.1 e","101.3 ","5.9 ","72.0 s","94.3 s","-4.9 s","79.1 e","95.9 ","0.7 ","72.1 s","87.6 s","1.0 s","57.1 e","61.5 ","-2.5 ","52.9 s","56.6 s","7.4 s","81.6 e","100.5 ","1.0 ","74.8 s","92.3 s","1.0 s","1997","09 "
"266","66.2 e","95.3 ","7.0 ","76.7 s","110.4 s","1.7 s","51.9 e","56.7 ","10.5 ","64.5 s","70.5 s","6.0 s","59.0 e","73.8 ","8.5 ","70.9 s","88.5 s","4.2 s","68.1 e","84.1 ","8.5 ","72.9 s","90.3 s","3.1 s","63.3 e","79.8 ","8.9 ","75.6 s","94.8 s","4.2 s","69.9 e","100.7 ","5.1 ","82.4 s","118.6 s","4.8 s","51.4 e","57.8 ","18.0 ","62.4 s","70.3 s","6.2 s","12.0 ","233.3 ","14.3 s","-11.7 s","63.3 e","82.8 ","8.5 ","75.8 s","99.2 s","6.8 s","72.7 e","88.1 ","8.1 ","71.4 s","86.7 s","4.5 s","46.9 e","50.5 ","-35.6 ","48.9 s","52.7 s","-29.2 s","75.7 e","93.2 ","13.8 ","74.2 s","91.4 s","9.1 s","1997","08 "
"267","86.4 e","124.3 ","2.6 ","75.5 s","108.6 s","-3.6 s","70.9 e","78.5 ","0.1 ","60.3 s","66.5 s","-2.2 s","78.6 e","98.8 ","1.4 ","67.6 s","84.9 s","-3.3 s","78.3 e","96.9 ","4.2 ","70.9 s","87.6 s","-0.8 s","82.7 e","104.4 ","3.7 ","71.3 s","91.0 s","-2.0 s","90.8 e","130.7 ","3.2 ","78.7 s","113.2 s","-2.2 s","68.3 e","76.6 ","3.2 ","59.2 s","66.2 s","2.5 s","17.6 ","232.1 ","16.2 s","50.0 s","82.7 e","108.2 ","3.1 ","71.1 s","92.9 s","-1.3 s","74.1 e","89.9 ","4.7 ","68.5 s","83.0 s","-3.9 s","67.1 e","72.3 ","1.4 ","69.1 s","74.4 s","7.8 s","74.9 e","92.2 ","5.0 ","68.1 s","83.8 s","-5.6 s","1997","07 "
"268","86.9 e","125.0 ","6.5 ","78.3 s","112.7 s","5.9 s","63.0 e","71.2 ","-0.4 ","60.6 s","68.0 s","10.7 s","74.9 e","95.0 ","3.4 ","69.5 s","87.8 s","7.7 s","80.5 e","99.5 ","8.4 ","71.4 s","88.3 s","6.9 s","79.2 e","100.0 ","4.8 ","71.8 s","92.9 s","7.6 s","90.1 e","129.7 ","4.8 ","80.4 s","115.8 s","4.6 s","59.8 e","67.8 ","3.7 ","57.2 s","64.6 s","9.9 s","9.8 ","145.0 ","10.8 s","63.6 s","79.2 e","103.9 ","4.4 ","71.8 s","94.1 s","4.2 s","81.7 e","99.1 ","12.1 ","71.3 s","86.4 s","10.3 s","68.7 e","74.0 ","35.3 ","63.8 s","69.0 s","-6.1 s","83.2 e","102.4 ","10.2 ","72.2 s","88.8 s","12.8 s","1997","06 "
"269","71.7 e","103.1 ","7.0 ","73.9 s","106.4 s","-3.4 s","48.6 e","54.3 ","-3.9 ","54.6 s","61.4 s","-7.3 s","60.1 e","75.9 ","2.3 ","64.4 s","81.5 s","-4.5 s","64.2 e","79.4 ","2.7 ","66.8 s","82.6 s","-5.7 s","64.2 e","81.0 ","0.9 ","68.6 s","86.3 s","-7.2 s","74.6 e","107.4 ","4.3 ","76.9 s","110.7 s","-6.0 s","45.6 e","51.7 ","-3.0 ","51.4 s","58.8 s","-11.4 s","7.6 ","-78.0 ","6.6 s","-20.5 s","64.2 e","84.2 ","2.3 ","68.6 s","90.3 s","-6.8 s","64.3 e","78.0 ","4.7 ","64.6 s","78.3 s","-0.8 s","64.7 e","69.6 ","27.9 ","68.1 s","73.5 s","27.6 s","64.2 e","79.1 ","2.5 ","64.0 s","78.7 s","-3.1 s","1997","05 "
"270","74.5 e","107.2 ","6.1 ","76.5 s","110.1 s","3.3 s","53.6 e","59.6 ","-1.5 ","59.4 s","66.2 s","1.7 s","64.1 e","80.7 ","2.9 ","67.7 s","85.3 s","3.0 s","65.4 e","80.8 ","-0.4 ","70.8 s","87.6 s","9.0 s","69.9 e","88.2 ","5.9 ","73.9 s","93.0 s","8.4 s","79.5 e","114.3 ","7.1 ","81.8 s","117.8 s","8.4 s","52.9 e","60.0 ","4.7 ","58.3 s","66.4 s","7.8 s","8.0 ","-55.3 ","8.3 s","232.0 s","69.9 e","91.7 ","6.5 ","73.8 s","96.9 s","8.0 s","61.0 e","74.0 ","-6.3 ","64.8 s","78.9 s","1.5 s","47.4 e","51.0 ","-5.0 ","53.3 s","57.6 s","-25.0 s","62.7 e","77.1 ","-6.4 ","65.7 s","81.2 s","4.5 s","1997","04 "
"271","74.0 e","106.5 ","-0.2 ","74.1 s","106.6 s","1.4 s","52.4 e","59.6 ","-16.9 ","57.2 s","65.1 s","0.5 s","63.2 e","80.4 ","-7.8 ","65.1 s","82.8 s","1.1 s","63.9 e","79.0 ","-3.4 ","65.0 s","80.4 s","-0.7 s","66.5 e","83.9 ","-7.9 ","68.1 s","85.8 s","-3.5 s","76.1 e","109.5 ","-1.3 ","75.5 s","108.7 s","-3.5 s","49.4 e","56.6 ","-21.3 ","53.8 s","61.6 s","-3.9 s","2.3 ","-76.0 ","2.5 s","-65.3 s","66.5 e","87.5 ","-7.6 ","68.2 s","89.7 s","-4.3 s","61.4 e","74.4 ","1.6 ","64.3 s","77.7 s","8.2 s","71.7 e","77.2 ","23.7 ","71.4 s","76.8 s","35.9 s","60.2 e","74.0 ","-0.8 ","63.4 s","77.7 s","5.6 s","1997","03 "
"272","69.6 e","100.2 ","-3.7 ","73.0 s","105.1 s","-3.1 s","48.5 e","55.0 ","-19.1 ","57.3 s","64.8 s","-1.1 s","59.1 e","75.0 ","-10.7 ","64.5 s","81.9 s","-4.1 s","57.0 e","70.5 ","-11.0 ","65.5 s","81.0 s","-9.8 s","64.9 e","81.8 ","-4.2 ","71.4 s","88.9 s","-0.9 s","74.5 e","107.2 ","-2.5 ","78.3 s","112.6 s","-2.3 s","47.8 e","54.3 ","-6.4 ","56.4 s","64.1 s","8.3 s","6.3 ","-66.1 ","7.2 s","-55.0 s","64.9 e","85.2 ","-3.6 ","71.4 s","93.7 s","0.1 s","49.5 e","60.0 ","-18.3 ","59.3 s","71.8 s","-16.2 s","47.8 e","51.5 ","-5.5 ","52.7 s","56.5 s","-7.5 s","49.7 e","61.1 ","-19.5 ","59.9 s","73.6 s","-17.1 s","1997","02 "
"273","74.9 e","107.7 ","1.3 ","75.4 s","108.5 s","-10.0 s","48.0 e","52.9 ","-12.9 ","59.7 s","65.5 s","8.1 s","61.4 e","77.2 ","-4.6 ","68.2 s","85.4 s","-1.4 s","63.6 e","78.6 ","0.1 ","72.7 s","89.8 s","13.2 s","67.6 e","85.3 ","1.5 ","71.7 s","89.7 s","-0.8 s","80.2 e","115.4 ","6.6 ","80.1 s","115.2 s","-9.4 s","45.3 e","50.8 ","-13.5 ","53.0 s","59.2 s","-5.0 s","12.1 ","426.1 ","16.0 s","50.9 s","67.6 e","88.6 ","1.1 ","71.7 s","93.6 s","-5.5 s","59.7 e","72.4 ","-1.2 ","70.7 s","85.7 s","13.2 s","55.0 e","59.2 ","-13.3 ","56.5 s","61.1 s","2.2 s","60.2 e","74.1 ","0.1 ","72.2 s","88.8 s","13.4 s","1997","01 "
"274","82.6 e","118.8 ","45.1 ","83.8 s","120.6 s","14.5 s","67.0 e","74.3 ","-0.7 ","54.7 s","60.6 s","-7.8 s","74.8 e","94.0 ","20.7 ","68.7 s","86.6 s","1.8 s","70.2 e","86.8 ","6.2 ","64.1 s","79.3 s","-2.2 s","78.5 e","99.0 ","28.2 ","75.5 s","90.4 s","3.4 s","86.7 e","124.8 ","47.7 ","88.3 s","127.1 s","14.7 s","63.8 e","72.0 ","-2.4 ","55.5 s","62.3 s","0.3 s","13.0 ","-1.5 ","10.6 s","103.8 s","78.5 e","102.8 ","28.3 ","75.5 s","99.0 s","10.9 s","62.3 e","75.5 ","-12.1 ","62.2 s","75.7 s","-0.4 s","58.0 e","62.5 ","-11.1 ","55.5 s","59.8 s","4.4 s","62.8 e","77.3 ","-12.2 ","63.3 s","78.3 s","-1.0 s","1996","12 "
"275","65.8 e","94.6 ","9.9 ","73.2 s","105.3 s","-1.8 s","60.9 e","69.3 ","-12.7 ","58.0 s","65.7 s","3.5 s","63.3 e","80.6 ","-2.2 ","66.9 s","85.1 s","3.0 s","62.1 e","76.8 ","-4.1 ","65.6 s","81.1 s","-2.6 s","64.7 e","81.6 ","-1.0 ","67.7 s","87.4 s","1.4 s","67.9 e","97.7 ","8.4 ","76.9 s","110.8 s","0.6 s","58.9 e","67.3 ","-15.0 ","54.5 s","62.1 s","3.3 s","4.7 ","-45.3 ","5.2 s","-56.7 s","64.7 e","85.0 ","-0.7 ","67.8 s","89.3 s","2.3 s","59.6 e","72.3 ","-7.3 ","62.7 s","76.0 s","-5.1 s","55.4 e","59.7 ","28.1 ","53.5 s","57.3 s","-11.4 s","60.1 e","74.0 ","-10.0 ","64.3 s","79.1 s","-4.0 s","1996","11 "
"276","78.7 e","113.2 ","24.1 ","74.5 s","107.2 s","2.6 s","76.8 e","84.5 ","-14.0 ","57.2 s","63.5 s","-7.8 s","77.7 e","97.2 ","2.2 ","65.6 s","82.6 s","-2.2 s","74.7 e","92.4 ","-0.5 ","67.4 s","83.3 s","-4.9 s","76.4 e","96.5 ","4.2 ","66.5 s","86.2 s","-3.8 s","79.9 e","115.0 ","20.7 ","76.6 s","110.1 s","0.8 s","70.1 e","78.7 ","-18.8 ","53.2 s","60.1 s","-12.4 s","17.8 ","20.3 ","12.0 s","-31.0 s","76.4 e","99.9 ","4.1 ","66.4 s","87.3 s","-5.4 s","73.1 e","88.6 ","-5.0 ","66.3 s","80.1 s","-7.6 s","64.7 e","69.7 ","0.0 ","60.2 s","64.7 s","11.2 s","74.1 e","91.1 ","-5.6 ","67.2 s","82.4 s","-9.5 s","1996","10 "
"277","75.4 e","108.4 ","12.3 ","72.7 s","104.5 s","4.2 s","64.7 e","69.8 ","4.2 ","63.8 s","68.9 s","11.5 s","70.0 e","86.9 ","8.5 ","68.2 s","84.5 s","7.0 s","75.9 e","93.9 ","8.8 ","70.9 s","87.6 s","4.8 s","73.2 e","92.4 ","12.5 ","70.8 s","89.6 s","6.4 s","79.5 e","114.4 ","15.0 ","76.0 s","109.2 s","-0.7 s","62.0 e","69.5 ","5.8 ","61.4 s","68.6 s","18.1 s","16.4 ","144.8 ","17.4 s","304.7 s","73.2 e","95.7 ","12.1 ","70.8 s","92.3 s","3.1 s","78.5 e","95.2 ","5.4 ","71.4 s","86.7 s","8.0 s","58.6 e","63.1 ","-4.8 ","54.3 s","58.2 s","-28.8 s","80.9 e","99.5 ","6.4 ","73.7 s","91.0 s","13.2 s","1996","09 "
"278","62.0 e","89.1 ","5.9 ","69.7 s","100.3 s","-5.3 s","45.0 e","51.3 ","-6.0 ","54.2 s","61.8 s","-7.5 s","53.5 e","68.0 ","0.4 ","62.1 s","79.0 s","-5.7 s","62.7 e","77.5 ","3.5 ","67.6 s","83.6 s","-0.4 s","58.1 e","73.3 ","0.8 ","68.1 s","84.2 s","-4.1 s","66.6 e","95.8 ","6.4 ","76.4 s","110.0 s","0.5 s","42.9 e","49.0 ","-11.2 ","50.9 s","58.1 s","-10.1 s","3.6 ","-55.0 ","4.3 s","-12.2 s","58.1 e","76.3 ","1.1 ","68.1 s","89.5 s","-0.6 s","67.2 e","81.5 ","6.0 ","66.2 s","80.3 s","1.5 s","72.8 e","78.4 ","27.1 ","75.9 s","81.7 s","11.8 s","66.6 e","81.9 ","3.8 ","65.3 s","80.4 s","1.1 s","1996","08 "
"279","84.3 e","121.2 ","21.2 ","73.6 s","105.9 s","-2.8 s","69.1 e","78.4 ","4.8 ","59.1 s","66.8 s","-5.1 s","76.7 e","97.4 ","13.3 ","66.1 s","83.8 s","-4.4 s","75.2 e","93.0 ","2.1 ","67.9 s","83.9 s","4.2 s","79.7 e","100.7 ","14.2 ","68.7 s","87.8 s","-3.9 s","88.1 e","126.7 ","19.5 ","76.2 s","109.4 s","-3.5 s","65.0 e","74.2 ","3.3 ","56.8 s","64.6 s","1.7 s","5.3 ","-29.3 ","4.9 s","8.9 s","79.7 e","104.9 ","14.4 ","68.6 s","90.0 s","-2.5 s","70.8 e","85.9 ","-8.3 ","65.3 s","79.1 s","4.2 s","66.3 e","71.3 ","7.5 ","67.8 s","73.1 s","44.2 s","71.4 e","87.8 ","-9.9 ","64.7 s","79.5 s","-0.3 s","1996","07 "
"280","81.6 e","117.4 ","6.5 ","75.7 s","109.0 s","13.2 s","62.7 e","71.5 ","-23.0 ","62.2 s","70.4 s","14.3 s","72.2 e","91.9 ","-8.6 ","69.2 s","87.7 s","14.0 s","74.2 e","91.8 ","-8.7 ","65.1 s","80.5 s","0.0 s","75.6 e","95.4 ","-7.6 ","70.0 s","91.4 s","10.4 s","86.0 e","123.8 ","6.0 ","78.7 s","113.4 s","10.7 s","57.2 e","65.4 ","-29.9 ","55.7 s","63.5 s","7.4 s","4.0 ","-79.1 ","4.5 s","-84.7 s","75.6 e","99.5 ","-7.0 ","70.2 s","92.3 s","8.3 s","72.9 e","88.4 ","-9.7 ","62.7 s","75.9 s","0.9 s","50.8 e","54.7 ","-32.8 ","46.8 s","50.7 s","-12.3 s","75.5 e","92.9 ","-7.2 ","64.9 s","79.7 s","3.2 s","1996","06 "
"281","67.0 e","96.4 ","-4.5 ","66.9 s","96.3 s","-7.0 s","52.8 e","56.5 ","-33.4 ","57.2 s","61.6 s","-8.5 s","59.9 e","74.2 ","-19.3 ","62.0 s","76.9 s","-7.3 s","62.5 e","77.3 ","-12.1 ","65.1 s","80.5 s","-8.2 s","63.6 e","80.3 ","-13.2 ","65.7 s","82.8 s","-5.7 s","71.6 e","103.0 ","-4.0 ","71.1 s","102.4 s","-6.8 s","49.5 e","53.3 ","-33.1 ","54.3 s","59.1 s","-7.1 s","34.6 ","101.2 ","29.5 s","59.5 s","63.6 e","82.3 ","-14.1 ","65.6 s","85.2 s","-6.6 s","61.4 e","74.5 ","-11.0 ","62.1 s","75.2 s","-10.0 s","50.5 e","54.4 ","-12.1 ","53.7 s","57.8 s","-4.1 s","62.7 e","77.2 ","-11.0 ","62.9 s","77.2 s","-10.5 s","1996","05 "
"282","70.2 e","101.0 ","10.6 ","72.0 s","103.6 s","-2.9 s","54.4 e","60.5 ","-17.8 ","60.4 s","67.3 s","-13.9 s","62.3 e","78.4 ","-3.7 ","65.9 s","83.0 s","-7.6 s","65.6 e","81.1 ","-1.1 ","70.8 s","87.7 s","5.4 s","66.0 e","83.3 ","1.3 ","69.9 s","87.8 s","-5.7 s","74.2 e","106.7 ","10.1 ","76.3 s","109.9 s","-0.2 s","51.4 e","57.3 ","-17.9 ","57.0 s","63.6 s","-18.0 s","17.9 ","289.1 ","18.5 s","77.9 s","66.0 e","86.1 ","0.6 ","69.8 s","91.2 s","-5.7 s","65.2 e","79.0 ","-3.4 ","68.6 s","83.6 s","9.0 s","49.9 e","53.7 ","-34.7 ","55.7 s","60.3 s","-2.7 s","67.0 e","82.4 ","0.7 ","69.8 s","86.3 s","9.8 s","1996","04 "
"283","74.2 e","106.7 ","2.5 ","74.2 s","106.7 s","-1.3 s","63.5 e","71.7 ","-18.9 ","69.1 s","78.2 s","-0.9 s","68.8 e","87.2 ","-8.6 ","70.9 s","89.8 s","-1.0 s","66.1 e","81.8 ","-8.8 ","67.3 s","83.2 s","-6.9 s","72.2 e","91.1 ","-5.5 ","73.6 s","93.1 s","1.3 s","77.1 e","110.9 ","-0.4 ","76.5 s","110.1 s","-3.6 s","63.4 e","71.9 ","-15.5 ","68.3 s","77.6 s","14.6 s","9.6 ","62.7 ","10.4 s","-50.5 s","72.2 e","94.7 ","-5.7 ","73.7 s","96.7 s","0.9 s","60.4 e","73.2 ","-12.4 ","63.5 s","76.7 s","-9.8 s","57.9 e","62.4 ","-16.9 ","57.6 s","62.0 s","4.4 s","60.7 e","74.6 ","-11.9 ","64.1 s","78.6 s","-10.9 s","1996","03 "
"284","72.4 e","104.1 ","14.4 ","75.1 s","108.1 s","1.0 s","60.9 e","68.0 ","-9.7 ","70.8 s","78.9 s","5.8 s","66.6 e","84.0 ","2.2 ","72.0 s","90.7 s","1.6 s","64.0 e","79.2 ","4.3 ","72.3 s","89.4 s","0.0 s","67.7 e","85.4 ","2.2 ","73.3 s","91.9 s","4.1 s","76.5 e","110.0 ","12.8 ","79.4 s","114.2 s","5.7 s","52.1 e","58.0 ","-18.4 ","60.8 s","67.7 s","-0.7 s","18.6 ","8.8 ","21.0 s","577.4 s","67.7 e","88.4 ","2.2 ","73.4 s","95.8 s","3.6 s","60.5 e","73.4 ","6.5 ","70.1 s","85.0 s","-1.3 s","50.6 e","54.5 ","-21.6 ","55.2 s","59.4 s","-15.4 s","61.7 e","75.9 ","10.3 ","71.8 s","88.2 s","0.1 s","1996","02 "
"285","73.9 e","106.3 ","15.3 ","74.4 s","107.0 s","24.7 s","53.2 e","60.7 ","-25.8 ","65.6 s","74.6 s","17.3 s","63.5 e","80.9 ","-6.4 ","70.3 s","89.3 s","19.9 s","63.5 e","78.5 ","-4.8 ","72.3 s","89.4 s","20.2 s","66.6 e","84.0 ","-2.1 ","70.5 s","88.3 s","21.0 s","75.2 e","108.3 ","9.5 ","75.1 s","108.0 s","19.1 s","51.2 e","58.7 ","-22.7 ","59.8 s","68.2 s","3.2 s","2.3 ","-62.3 ","3.1 s","-71.3 s","66.6 e","87.6 ","-1.9 ","70.5 s","92.5 s","16.2 s","60.5 e","73.3 ","-7.7 ","70.9 s","86.1 s","0.6 s","63.4 e","68.3 ","1.2 ","64.8 s","70.2 s","4.3 s","60.1 e","74.0 ","-8.6 ","71.5 s","88.1 s","-0.5 s","1996","01 "
"286","56.9 e","81.9 ","-23.1 ","59.6 s","85.8 s","-7.5 s","66.3 e","74.8 ","-27.3 ","56.4 s","63.6 s","-12.0 s","61.6 e","77.9 ","-25.5 ","58.8 s","74.5 s","-11.1 s","66.1 e","81.7 ","-15.7 ","60.2 s","74.4 s","-11.7 s","61.1 e","77.2 ","-23.1 ","60.6 s","73.0 s","-14.3 s","58.8 e","84.5 ","-24.0 ","63.0 s","90.7 s","-8.8 s","65.4 e","73.8 ","-22.2 ","58.8 s","66.1 s","-6.4 s","13.2 ","28.2 ","10.8 s","13.7 s","61.1 e","80.1 ","-23.3 ","60.8 s","79.6 s","-8.1 s","70.8 e","85.9 ","-8.3 ","70.3 s","85.6 s","4.6 s","65.2 e","70.3 ","2.9 ","62.6 s","67.3 s","48.9 s","71.5 e","88.0 ","-9.4 ","71.5 s","88.5 s","1.5 s","1995","12 "
"287","59.8 e","86.1 ","-12.1 ","64.5 s","92.8 s","3.9 s","70.2 e","79.4 ","-30.0 ","64.2 s","72.3 s","-6.0 s","65.0 e","82.4 ","-22.7 ","66.1 s","83.8 s","-0.1 s","64.7 e","80.1 ","-10.9 ","68.1 s","84.3 s","0.1 s","65.2 e","82.4 ","-18.7 ","65.8 s","85.2 s","-0.4 s","62.6 e","90.1 ","-9.6 ","69.1 s","99.5 s","5.4 s","69.7 e","79.2 ","-29.5 ","62.2 s","70.6 s","-7.8 s","8.6 ","-50.9 ","9.5 s","-5.0 s","65.2 e","85.6 ","-18.4 ","65.8 s","86.6 s","-0.2 s","64.3 e","78.0 ","-1.6 ","67.5 s","81.8 s","-4.0 s","43.2 e","46.6 ","-32.2 ","42.4 s","45.2 s","-30.5 s","66.8 e","82.2 ","1.7 ","70.9 s","87.2 s","-1.0 s","1995","11 "
"288","63.4 e","91.2 ","-11.0 ","62.1 s","89.3 s","-4.1 s","88.0 e","98.3 ","-1.6 ","68.1 s","76.9 s","15.6 s","75.7 e","95.1 ","-5.8 ","66.3 s","83.9 s","7.6 s","75.1 e","92.9 ","3.8 ","68.1 s","84.2 s","5.0 s","73.2 e","92.6 ","-5.3 ","66.0 s","85.5 s","7.3 s","66.3 e","95.3 ","-10.2 ","65.6 s","94.4 s","-0.1 s","85.6 e","96.9 ","2.8 ","67.3 s","76.6 s","17.7 s","14.8 ","-31.2 ","10.0 s","38.9 s","73.2 e","96.0 ","-5.1 ","66.0 s","86.8 s","5.5 s","77.0 e","93.3 ","14.1 ","70.5 s","85.2 s","4.2 s","64.7 e","69.7 ","4.0 ","60.6 s","65.0 s","6.6 s","78.4 e","96.5 ","15.3 ","71.8 s","88.1 s","3.6 s","1995","10 "
